全国地方公共団体コード,都道府県名,市区町村名,公表_年月日,集計区分,陽性者数
134023,東京都,青ヶ島村,2022-03-31,市区町村,0
134210,東京都,小笠原村,2022-03-31,市区町村,22
,,,2022-03-31,都外,92685
,,,2022-03-31,調査中,1043
131016,東京都,千代田区,2022-04-01,市区町村,5912
131024,東京都,中央区,2022-04-01,市区町村,18065
131032,東京都,港区,2022-04-01,市区町村,28308
131041,東京都,新宿区,2022-04-01,市区町村,41473
131059,東京都,文京区,2022-04-01,市区町村,18669
131067,東京都,台東区,2022-04-01,市区町村,18924
131075,東京都,墨田区,2022-04-01,市区町村,24058
131083,東京都,江東区,2022-04-01,市区町村,44587
131091,東京都,品川区,2022-04-01,市区町村,38510
131105,東京都,目黒区,2022-04-01,市区町村,28759
131113,東京都,大田区,2022-04-01,市区町村,66006
131121,東京都,世田谷区,2022-04-01,市区町村,84687
131130,東京都,渋谷区,2022-04-01,市区町村,26391
131148,東京都,中野区,2022-04-01,市区町村,33684
131156,東京都,杉並区,2022-04-01,市区町村,48016
131164,東京都,豊島区,2022-04-01,市区町村,28760
131172,東京都,北区,2022-04-01,市区町村,31013
131181,東京都,荒川区,2022-04-01,市区町村,20177
131199,東京都,板橋区,2022-04-01,市区町村,49967
131202,東京都,練馬区,2022-04-01,市区町村,61751
131211,東京都,足立区,2022-04-01,市区町村,60384
131229,東京都,葛飾区,2022-04-01,市区町村,41775
131237,東京都,江戸川区,2022-04-01,市区町村,66761
132012,東京都,八王子市,2022-04-01,市区町村,38780
132021,東京都,立川市,2022-04-01,市区町村,12330
132039,東京都,武蔵野市,2022-04-01,市区町村,10758
132047,東京都,三鷹市,2022-04-01,市区町村,13700
132055,東京都,青梅市,2022-04-01,市区町村,6633
132063,東京都,府中市,2022-04-01,市区町村,18391
132071,東京都,昭島市,2022-04-01,市区町村,7760
132080,東京都,調布市,2022-04-01,市区町村,16816
132098,東京都,町田市,2022-04-01,市区町村,26667
132101,東京都,小金井市,2022-04-01,市区町村,8031
132110,東京都,小平市,2022-04-01,市区町村,11829
132128,東京都,日野市,2022-04-01,市区町村,12535
132136,東京都,東村山市,2022-04-01,市区町村,8550
132144,東京都,国分寺市,2022-04-01,市区町村,8516
132152,東京都,国立市,2022-04-01,市区町村,4513
132187,東京都,福生市,2022-04-01,市区町村,3896
132195,東京都,狛江市,2022-04-01,市区町村,6003
132209,東京都,東大和市,2022-04-01,市区町村,5035
132217,東京都,清瀬市,2022-04-01,市区町村,3851
132225,東京都,東久留米市,2022-04-01,市区町村,7152
132233,東京都,武蔵村山市,2022-04-01,市区町村,5142
132241,東京都,多摩市,2022-04-01,市区町村,8387
132250,東京都,稲城市,2022-04-01,市区町村,6218
132276,東京都,羽村市,2022-04-01,市区町村,3263
132284,東京都,あきる野市,2022-04-01,市区町村,4350
132292,東京都,西東京市,2022-04-01,市区町村,14801
133035,東京都,瑞穂町,2022-04-01,市区町村,1864
133051,東京都,日の出町,2022-04-01,市区町村,1053
133078,東京都,檜原村,2022-04-01,市区町村,66
133086,東京都,奥多摩町,2022-04-01,市区町村,170
133612,東京都,大島町,2022-04-01,市区町村,187
133621,東京都,利島村,2022-04-01,市区町村,1
133639,東京都,新島村,2022-04-01,市区町村,23
133647,東京都,神津島村,2022-04-01,市区町村,49
133817,東京都,三宅村,2022-04-01,市区町村,17
133825,東京都,御蔵島村,2022-04-01,市区町村,2
134015,東京都,八丈町,2022-04-01,市区町村,119
134023,東京都,青ヶ島村,2022-04-01,市区町村,0
134210,東京都,小笠原村,2022-04-01,市区町村,22
,,,2022-04-01,都外,93469
,,,2022-04-01,調査中,1047
131016,東京都,千代田区,2022-04-02,市区町村,5942
131024,東京都,中央区,2022-04-02,市区町村,18185
131032,東京都,港区,2022-04-02,市区町村,28462
131041,東京都,新宿区,2022-04-02,市区町村,41661
131059,東京都,文京区,2022-04-02,市区町村,18818
131067,東京都,台東区,2022-04-02,市区町村,19020
131075,東京都,墨田区,2022-04-02,市区町村,24194
131083,東京都,江東区,2022-04-02,市区町村,44902
131091,東京都,品川区,2022-04-02,市区町村,38725
131105,東京都,目黒区,2022-04-02,市区町村,28936
131113,東京都,大田区,2022-04-02,市区町村,66488
131121,東京都,世田谷区,2022-04-02,市区町村,85255
131130,東京都,渋谷区,2022-04-02,市区町村,26532
131148,東京都,中野区,2022-04-02,市区町村,33895
131156,東京都,杉並区,2022-04-02,市区町村,48234
131164,東京都,豊島区,2022-04-02,市区町村,28889
131172,東京都,北区,2022-04-02,市区町村,31263
131181,東京都,荒川区,2022-04-02,市区町村,20321
131199,東京都,板橋区,2022-04-02,市区町村,50243
131202,東京都,練馬区,2022-04-02,市区町村,62098
131211,東京都,足立区,2022-04-02,市区町村,60651
131229,東京都,葛飾区,2022-04-02,市区町村,42011
131237,東京都,江戸川区,2022-04-02,市区町村,67107
132012,東京都,八王子市,2022-04-02,市区町村,38990
132021,東京都,立川市,2022-04-02,市区町村,12409
132039,東京都,武蔵野市,2022-04-02,市区町村,10854
132047,東京都,三鷹市,2022-04-02,市区町村,13803
132055,東京都,青梅市,2022-04-02,市区町村,6647
132063,東京都,府中市,2022-04-02,市区町村,18526
132071,東京都,昭島市,2022-04-02,市区町村,7838
132080,東京都,調布市,2022-04-02,市区町村,16947
132098,東京都,町田市,2022-04-02,市区町村,26825
132101,東京都,小金井市,2022-04-02,市区町村,8121
132110,東京都,小平市,2022-04-02,市区町村,11890
132128,東京都,日野市,2022-04-02,市区町村,12619
132136,東京都,東村山市,2022-04-02,市区町村,8600
132144,東京都,国分寺市,2022-04-02,市区町村,8592
132152,東京都,国立市,2022-04-02,市区町村,4550
132187,東京都,福生市,2022-04-02,市区町村,3915
132195,東京都,狛江市,2022-04-02,市区町村,6034
132209,東京都,東大和市,2022-04-02,市区町村,5072
132217,東京都,清瀬市,2022-04-02,市区町村,3871
132225,東京都,東久留米市,2022-04-02,市区町村,7194
132233,東京都,武蔵村山市,2022-04-02,市区町村,5179
132241,東京都,多摩市,2022-04-02,市区町村,8422
132250,東京都,稲城市,2022-04-02,市区町村,6278
132276,東京都,羽村市,2022-04-02,市区町村,3278
132284,東京都,あきる野市,2022-04-02,市区町村,4361
132292,東京都,西東京市,2022-04-02,市区町村,14883
133035,東京都,瑞穂町,2022-04-02,市区町村,1867
133051,東京都,日の出町,2022-04-02,市区町村,1055
133078,東京都,檜原村,2022-04-02,市区町村,66
133086,東京都,奥多摩町,2022-04-02,市区町村,171
133612,東京都,大島町,2022-04-02,市区町村,190
133621,東京都,利島村,2022-04-02,市区町村,1
133639,東京都,新島村,2022-04-02,市区町村,23
133647,東京都,神津島村,2022-04-02,市区町村,51
133817,東京都,三宅村,2022-04-02,市区町村,17
133825,東京都,御蔵島村,2022-04-02,市区町村,6
134015,東京都,八丈町,2022-04-02,市区町村,119
134023,東京都,青ヶ島村,2022-04-02,市区町村,0
134210,東京都,小笠原村,2022-04-02,市区町村,22
,,,2022-04-02,都外,93860
,,,2022-04-02,調査中,1050
131016,東京都,千代田区,2022-04-03,市区町村,5974
131024,東京都,中央区,2022-04-03,市区町村,18276
131032,東京都,港区,2022-04-03,市区町村,28570
131041,東京都,新宿区,2022-04-03,市区町村,41866
131059,東京都,文京区,2022-04-03,市区町村,18901
131067,東京都,台東区,2022-04-03,市区町村,19064
131075,東京都,墨田区,2022-04-03,市区町村,24319
131083,東京都,江東区,2022-04-03,市区町村,45193
131091,東京都,品川区,2022-04-03,市区町村,38996
131105,東京都,目黒区,2022-04-03,市区町村,29105
131113,東京都,大田区,2022-04-03,市区町村,66855
131121,東京都,世田谷区,2022-04-03,市区町村,85708
131130,東京都,渋谷区,2022-04-03,市区町村,26641
131148,東京都,中野区,2022-04-03,市区町村,34046
131156,東京都,杉並区,2022-04-03,市区町村,48752
131164,東京都,豊島区,2022-04-03,市区町村,29042
131172,東京都,北区,2022-04-03,市区町村,31500
131181,東京都,荒川区,2022-04-03,市区町村,20405
131199,東京都,板橋区,2022-04-03,市区町村,50665
131202,東京都,練馬区,2022-04-03,市区町村,62531
131211,東京都,足立区,2022-04-03,市区町村,61170
131229,東京都,葛飾区,2022-04-03,市区町村,42302
131237,東京都,江戸川区,2022-04-03,市区町村,67411
132012,東京都,八王子市,2022-04-03,市区町村,39300
132021,東京都,立川市,2022-04-03,市区町村,12458
132039,東京都,武蔵野市,2022-04-03,市区町村,10940
132047,東京都,三鷹市,2022-04-03,市区町村,13913
132055,東京都,青梅市,2022-04-03,市区町村,6716
132063,東京都,府中市,2022-04-03,市区町村,18693
132071,東京都,昭島市,2022-04-03,市区町村,7863
132080,東京都,調布市,2022-04-03,市区町村,17087
132098,東京都,町田市,2022-04-03,市区町村,26999
132101,東京都,小金井市,2022-04-03,市区町村,8196
132110,東京都,小平市,2022-04-03,市区町村,11961
132128,東京都,日野市,2022-04-03,市区町村,12697
132136,東京都,東村山市,2022-04-03,市区町村,8652
132144,東京都,国分寺市,2022-04-03,市区町村,8625
132152,東京都,国立市,2022-04-03,市区町村,4566
132187,東京都,福生市,2022-04-03,市区町村,3955
132195,東京都,狛江市,2022-04-03,市区町村,6099
132209,東京都,東大和市,2022-04-03,市区町村,5093
132217,東京都,清瀬市,2022-04-03,市区町村,3897
132225,東京都,東久留米市,2022-04-03,市区町村,7261
132233,東京都,武蔵村山市,2022-04-03,市区町村,5194
132241,東京都,多摩市,2022-04-03,市区町村,8478
132250,東京都,稲城市,2022-04-03,市区町村,6345
132276,東京都,羽村市,2022-04-03,市区町村,3313
132284,東京都,あきる野市,2022-04-03,市区町村,4426
132292,東京都,西東京市,2022-04-03,市区町村,14991
133035,東京都,瑞穂町,2022-04-03,市区町村,1885
133051,東京都,日の出町,2022-04-03,市区町村,1074
133078,東京都,檜原村,2022-04-03,市区町村,66
133086,東京都,奥多摩町,2022-04-03,市区町村,173
133612,東京都,大島町,2022-04-03,市区町村,193
133621,東京都,利島村,2022-04-03,市区町村,1
133639,東京都,新島村,2022-04-03,市区町村,23
133647,東京都,神津島村,2022-04-03,市区町村,51
133817,東京都,三宅村,2022-04-03,市区町村,17
133825,東京都,御蔵島村,2022-04-03,市区町村,7
134015,東京都,八丈町,2022-04-03,市区町村,119
134023,東京都,青ヶ島村,2022-04-03,市区町村,0
134210,東京都,小笠原村,2022-04-03,市区町村,22
,,,2022-04-03,都外,94233
,,,2022-04-03,調査中,1053
131016,東京都,千代田区,2022-04-04,市区町村,5994
131024,東京都,中央区,2022-04-04,市区町村,18313
131032,東京都,港区,2022-04-04,市区町村,28644
131041,東京都,新宿区,2022-04-04,市区町村,41971
131059,東京都,文京区,2022-04-04,市区町村,18983
131067,東京都,台東区,2022-04-04,市区町村,19131
131075,東京都,墨田区,2022-04-04,市区町村,24395
131083,東京都,江東区,2022-04-04,市区町村,45342
131091,東京都,品川区,2022-04-04,市区町村,39102
131105,東京都,目黒区,2022-04-04,市区町村,29201
131113,東京都,大田区,2022-04-04,市区町村,67038
131121,東京都,世田谷区,2022-04-04,市区町村,86020
131130,東京都,渋谷区,2022-04-04,市区町村,26719
131148,東京都,中野区,2022-04-04,市区町村,34127
131156,東京都,杉並区,2022-04-04,市区町村,48899
131164,東京都,豊島区,2022-04-04,市区町村,29124
131172,東京都,北区,2022-04-04,市区町村,31584
131181,東京都,荒川区,2022-04-04,市区町村,20449
131199,東京都,板橋区,2022-04-04,市区町村,50874
131202,東京都,練馬区,2022-04-04,市区町村,62665
131211,東京都,足立区,2022-04-04,市区町村,61353
131229,東京都,葛飾区,2022-04-04,市区町村,42516
131237,東京都,江戸川区,2022-04-04,市区町村,67551
132012,東京都,八王子市,2022-04-04,市区町村,39400
132021,東京都,立川市,2022-04-04,市区町村,12517
132039,東京都,武蔵野市,2022-04-04,市区町村,11001
132047,東京都,三鷹市,2022-04-04,市区町村,13981
132055,東京都,青梅市,2022-04-04,市区町村,6751
132063,東京都,府中市,2022-04-04,市区町村,18778
132071,東京都,昭島市,2022-04-04,市区町村,7895
132080,東京都,調布市,2022-04-04,市区町村,17192
132098,東京都,町田市,2022-04-04,市区町村,27136
132101,東京都,小金井市,2022-04-04,市区町村,8255
132110,東京都,小平市,2022-04-04,市区町村,12023
132128,東京都,日野市,2022-04-04,市区町村,12751
132136,東京都,東村山市,2022-04-04,市区町村,8692
132144,東京都,国分寺市,2022-04-04,市区町村,8694
132152,東京都,国立市,2022-04-04,市区町村,4581
132187,東京都,福生市,2022-04-04,市区町村,3971
132195,東京都,狛江市,2022-04-04,市区町村,6137
132209,東京都,東大和市,2022-04-04,市区町村,5119
132217,東京都,清瀬市,2022-04-04,市区町村,3913
132225,東京都,東久留米市,2022-04-04,市区町村,7280
132233,東京都,武蔵村山市,2022-04-04,市区町村,5226
132241,東京都,多摩市,2022-04-04,市区町村,8513
132250,東京都,稲城市,2022-04-04,市区町村,6365
132276,東京都,羽村市,2022-04-04,市区町村,3338
132284,東京都,あきる野市,2022-04-04,市区町村,4458
132292,東京都,西東京市,2022-04-04,市区町村,15029
133035,東京都,瑞穂町,2022-04-04,市区町村,1891
133051,東京都,日の出町,2022-04-04,市区町村,1084
133078,東京都,檜原村,2022-04-04,市区町村,66
133086,東京都,奥多摩町,2022-04-04,市区町村,173
133612,東京都,大島町,2022-04-04,市区町村,193
133621,東京都,利島村,2022-04-04,市区町村,1
133639,東京都,新島村,2022-04-04,市区町村,23
133647,東京都,神津島村,2022-04-04,市区町村,51
133817,東京都,三宅村,2022-04-04,市区町村,17
133825,東京都,御蔵島村,2022-04-04,市区町村,7
134015,東京都,八丈町,2022-04-04,市区町村,119
134023,東京都,青ヶ島村,2022-04-04,市区町村,0
134210,東京都,小笠原村,2022-04-04,市区町村,22
,,,2022-04-04,都外,94617
,,,2022-04-04,調査中,1056
131016,東京都,千代田区,2022-04-05,市区町村,6054
131024,東京都,中央区,2022-04-05,市区町村,18443
131032,東京都,港区,2022-04-05,市区町村,28739
131041,東京都,新宿区,2022-04-05,市区町村,42237
131059,東京都,文京区,2022-04-05,市区町村,19115
131067,東京都,台東区,2022-04-05,市区町村,19234
131075,東京都,墨田区,2022-04-05,市区町村,24512
131083,東京都,江東区,2022-04-05,市区町村,45560
131091,東京都,品川区,2022-04-05,市区町村,39317
131105,東京都,目黒区,2022-04-05,市区町村,29351
131113,東京都,大田区,2022-04-05,市区町村,67496
131121,東京都,世田谷区,2022-04-05,市区町村,86520
131130,東京都,渋谷区,2022-04-05,市区町村,26817
131148,東京都,中野区,2022-04-05,市区町村,34308
131156,東京都,杉並区,2022-04-05,市区町村,49151
131164,東京都,豊島区,2022-04-05,市区町村,29240
131172,東京都,北区,2022-04-05,市区町村,31818
131181,東京都,荒川区,2022-04-05,市区町村,20587
131199,東京都,板橋区,2022-04-05,市区町村,51168
131202,東京都,練馬区,2022-04-05,市区町村,63061
131211,東京都,足立区,2022-04-05,市区町村,61688
131229,東京都,葛飾区,2022-04-05,市区町村,42788
131237,東京都,江戸川区,2022-04-05,市区町村,67942
132012,東京都,八王子市,2022-04-05,市区町村,39552
132021,東京都,立川市,2022-04-05,市区町村,12595
132039,東京都,武蔵野市,2022-04-05,市区町村,11066
132047,東京都,三鷹市,2022-04-05,市区町村,14014
132055,東京都,青梅市,2022-04-05,市区町村,6772
132063,東京都,府中市,2022-04-05,市区町村,18864
132071,東京都,昭島市,2022-04-05,市区町村,7957
132080,東京都,調布市,2022-04-05,市区町村,17268
132098,東京都,町田市,2022-04-05,市区町村,27259
132101,東京都,小金井市,2022-04-05,市区町村,8280
132110,東京都,小平市,2022-04-05,市区町村,12091
132128,東京都,日野市,2022-04-05,市区町村,12832
132136,東京都,東村山市,2022-04-05,市区町村,8756
132144,東京都,国分寺市,2022-04-05,市区町村,8770
132152,東京都,国立市,2022-04-05,市区町村,4614
132187,東京都,福生市,2022-04-05,市区町村,3979
132195,東京都,狛江市,2022-04-05,市区町村,6166
132209,東京都,東大和市,2022-04-05,市区町村,5145
132217,東京都,清瀬市,2022-04-05,市区町村,3931
132225,東京都,東久留米市,2022-04-05,市区町村,7325
132233,東京都,武蔵村山市,2022-04-05,市区町村,5242
132241,東京都,多摩市,2022-04-05,市区町村,8551
132250,東京都,稲城市,2022-04-05,市区町村,6398
132276,東京都,羽村市,2022-04-05,市区町村,3345
132284,東京都,あきる野市,2022-04-05,市区町村,4462
132292,東京都,西東京市,2022-04-05,市区町村,15136
133035,東京都,瑞穂町,2022-04-05,市区町村,1893
133051,東京都,日の出町,2022-04-05,市区町村,1086
133078,東京都,檜原村,2022-04-05,市区町村,66
133086,東京都,奥多摩町,2022-04-05,市区町村,173
133612,東京都,大島町,2022-04-05,市区町村,194
133621,東京都,利島村,2022-04-05,市区町村,1
133639,東京都,新島村,2022-04-05,市区町村,24
133647,東京都,神津島村,2022-04-05,市区町村,51
133817,東京都,三宅村,2022-04-05,市区町村,17
133825,東京都,御蔵島村,2022-04-05,市区町村,12
134015,東京都,八丈町,2022-04-05,市区町村,119
134023,東京都,青ヶ島村,2022-04-05,市区町村,0
134210,東京都,小笠原村,2022-04-05,市区町村,22
,,,2022-04-05,都外,95046
,,,2022-04-05,調査中,1059
131016,東京都,千代田区,2022-04-06,市区町村,6111
131024,東京都,中央区,2022-04-06,市区町村,18521
131032,東京都,港区,2022-04-06,市区町村,28922
131041,東京都,新宿区,2022-04-06,市区町村,42499
131059,東京都,文京区,2022-04-06,市区町村,19259
131067,東京都,台東区,2022-04-06,市区町村,19353
131075,東京都,墨田区,2022-04-06,市区町村,24672
131083,東京都,江東区,2022-04-06,市区町村,45887
131091,東京都,品川区,2022-04-06,市区町村,39557
131105,東京都,目黒区,2022-04-06,市区町村,29553
131113,東京都,大田区,2022-04-06,市区町村,68029
131121,東京都,世田谷区,2022-04-06,市区町村,87157
131130,東京都,渋谷区,2022-04-06,市区町村,26997
131148,東京都,中野区,2022-04-06,市区町村,34548
131156,東京都,杉並区,2022-04-06,市区町村,49547
131164,東京都,豊島区,2022-04-06,市区町村,29385
131172,東京都,北区,2022-04-06,市区町村,32082
131181,東京都,荒川区,2022-04-06,市区町村,20745
131199,東京都,板橋区,2022-04-06,市区町村,51463
131202,東京都,練馬区,2022-04-06,市区町村,63555
131211,東京都,足立区,2022-04-06,市区町村,61989
131229,東京都,葛飾区,2022-04-06,市区町村,43050
131237,東京都,江戸川区,2022-04-06,市区町村,68395
132012,東京都,八王子市,2022-04-06,市区町村,39743
132021,東京都,立川市,2022-04-06,市区町村,12677
132039,東京都,武蔵野市,2022-04-06,市区町村,11130
132047,東京都,三鷹市,2022-04-06,市区町村,14110
132055,東京都,青梅市,2022-04-06,市区町村,6841
132063,東京都,府中市,2022-04-06,市区町村,18961
132071,東京都,昭島市,2022-04-06,市区町村,8006
132080,東京都,調布市,2022-04-06,市区町村,17370
132098,東京都,町田市,2022-04-06,市区町村,27452
132101,東京都,小金井市,2022-04-06,市区町村,8357
132110,東京都,小平市,2022-04-06,市区町村,12171
132128,東京都,日野市,2022-04-06,市区町村,12945
132136,東京都,東村山市,2022-04-06,市区町村,8804
132144,東京都,国分寺市,2022-04-06,市区町村,8845
132152,東京都,国立市,2022-04-06,市区町村,4639
132187,東京都,福生市,2022-04-06,市区町村,3998
132195,東京都,狛江市,2022-04-06,市区町村,6202
132209,東京都,東大和市,2022-04-06,市区町村,5174
132217,東京都,清瀬市,2022-04-06,市区町村,3953
132225,東京都,東久留米市,2022-04-06,市区町村,7365
132233,東京都,武蔵村山市,2022-04-06,市区町村,5280
132241,東京都,多摩市,2022-04-06,市区町村,8601
132250,東京都,稲城市,2022-04-06,市区町村,6442
132276,東京都,羽村市,2022-04-06,市区町村,3375
132284,東京都,あきる野市,2022-04-06,市区町村,4507
132292,東京都,西東京市,2022-04-06,市区町村,15246
133035,東京都,瑞穂町,2022-04-06,市区町村,1906
133051,東京都,日の出町,2022-04-06,市区町村,1095
133078,東京都,檜原村,2022-04-06,市区町村,66
133086,東京都,奥多摩町,2022-04-06,市区町村,173
133612,東京都,大島町,2022-04-06,市区町村,194
133621,東京都,利島村,2022-04-06,市区町村,1
133639,東京都,新島村,2022-04-06,市区町村,24
133647,東京都,神津島村,2022-04-06,市区町村,51
133817,東京都,三宅村,2022-04-06,市区町村,17
133825,東京都,御蔵島村,2022-04-06,市区町村,12
134015,東京都,八丈町,2022-04-06,市区町村,119
134023,東京都,青ヶ島村,2022-04-06,市区町村,0
134210,東京都,小笠原村,2022-04-06,市区町村,22
,,,2022-04-06,都外,95722
,,,2022-04-06,調査中,1059
131016,東京都,千代田区,2022-04-07,市区町村,6181
131024,東京都,中央区,2022-04-07,市区町村,18647
131032,東京都,港区,2022-04-07,市区町村,29087
131041,東京都,新宿区,2022-04-07,市区町村,42766
131059,東京都,文京区,2022-04-07,市区町村,19408
131067,東京都,台東区,2022-04-07,市区町村,19454
131075,東京都,墨田区,2022-04-07,市区町村,24829
131083,東京都,江東区,2022-04-07,市区町村,46240
131091,東京都,品川区,2022-04-07,市区町村,39852
131105,東京都,目黒区,2022-04-07,市区町村,29746
131113,東京都,大田区,2022-04-07,市区町村,68465
131121,東京都,世田谷区,2022-04-07,市区町村,87727
131130,東京都,渋谷区,2022-04-07,市区町村,27182
131148,東京都,中野区,2022-04-07,市区町村,34737
131156,東京都,杉並区,2022-04-07,市区町村,49827
131164,東京都,豊島区,2022-04-07,市区町村,29542
131172,東京都,北区,2022-04-07,市区町村,32349
131181,東京都,荒川区,2022-04-07,市区町村,20863
131199,東京都,板橋区,2022-04-07,市区町村,51833
131202,東京都,練馬区,2022-04-07,市区町村,63985
131211,東京都,足立区,2022-04-07,市区町村,62371
131229,東京都,葛飾区,2022-04-07,市区町村,43391
131237,東京都,江戸川区,2022-04-07,市区町村,68762
132012,東京都,八王子市,2022-04-07,市区町村,40051
132021,東京都,立川市,2022-04-07,市区町村,12774
132039,東京都,武蔵野市,2022-04-07,市区町村,11194
132047,東京都,三鷹市,2022-04-07,市区町村,14185
132055,東京都,青梅市,2022-04-07,市区町村,6882
132063,東京都,府中市,2022-04-07,市区町村,19074
132071,東京都,昭島市,2022-04-07,市区町村,8081
132080,東京都,調布市,2022-04-07,市区町村,17481
132098,東京都,町田市,2022-04-07,市区町村,27612
132101,東京都,小金井市,2022-04-07,市区町村,8406
132110,東京都,小平市,2022-04-07,市区町村,12273
132128,東京都,日野市,2022-04-07,市区町村,13036
132136,東京都,東村山市,2022-04-07,市区町村,8876
132144,東京都,国分寺市,2022-04-07,市区町村,8909
132152,東京都,国立市,2022-04-07,市区町村,4666
132187,東京都,福生市,2022-04-07,市区町村,4008
132195,東京都,狛江市,2022-04-07,市区町村,6249
132209,東京都,東大和市,2022-04-07,市区町村,5213
132217,東京都,清瀬市,2022-04-07,市区町村,3989
132225,東京都,東久留米市,2022-04-07,市区町村,7428
132233,東京都,武蔵村山市,2022-04-07,市区町村,5305
132241,東京都,多摩市,2022-04-07,市区町村,8648
132250,東京都,稲城市,2022-04-07,市区町村,6516
132276,東京都,羽村市,2022-04-07,市区町村,3406
132284,東京都,あきる野市,2022-04-07,市区町村,4535
132292,東京都,西東京市,2022-04-07,市区町村,15344
133035,東京都,瑞穂町,2022-04-07,市区町村,1915
133051,東京都,日の出町,2022-04-07,市区町村,1095
133078,東京都,檜原村,2022-04-07,市区町村,66
133086,東京都,奥多摩町,2022-04-07,市区町村,173
133612,東京都,大島町,2022-04-07,市区町村,197
133621,東京都,利島村,2022-04-07,市区町村,1
133639,東京都,新島村,2022-04-07,市区町村,24
133647,東京都,神津島村,2022-04-07,市区町村,51
133817,東京都,三宅村,2022-04-07,市区町村,17
133825,東京都,御蔵島村,2022-04-07,市区町村,12
134015,東京都,八丈町,2022-04-07,市区町村,119
134023,東京都,青ヶ島村,2022-04-07,市区町村,0
134210,東京都,小笠原村,2022-04-07,市区町村,22
,,,2022-04-07,都外,96542
,,,2022-04-07,調査中,1065
131016,東京都,千代田区,2022-04-08,市区町村,6226
131024,東京都,中央区,2022-04-08,市区町村,18768
131032,東京都,港区,2022-04-08,市区町村,29256
131041,東京都,新宿区,2022-04-08,市区町村,43011
131059,東京都,文京区,2022-04-08,市区町村,19514
131067,東京都,台東区,2022-04-08,市区町村,19567
131075,東京都,墨田区,2022-04-08,市区町村,24999
131083,東京都,江東区,2022-04-08,市区町村,46536
131091,東京都,品川区,2022-04-08,市区町村,40131
131105,東京都,目黒区,2022-04-08,市区町村,29938
131113,東京都,大田区,2022-04-08,市区町村,68874
131121,東京都,世田谷区,2022-04-08,市区町村,88221
131130,東京都,渋谷区,2022-04-08,市区町村,27309
131148,東京都,中野区,2022-04-08,市区町村,34900
131156,東京都,杉並区,2022-04-08,市区町村,50150
131164,東京都,豊島区,2022-04-08,市区町村,29738
131172,東京都,北区,2022-04-08,市区町村,32582
131181,東京都,荒川区,2022-04-08,市区町村,20979
131199,東京都,板橋区,2022-04-08,市区町村,52216
131202,東京都,練馬区,2022-04-08,市区町村,64442
131211,東京都,足立区,2022-04-08,市区町村,62588
131229,東京都,葛飾区,2022-04-08,市区町村,43654
131237,東京都,江戸川区,2022-04-08,市区町村,69189
132012,東京都,八王子市,2022-04-08,市区町村,40260
132021,東京都,立川市,2022-04-08,市区町村,12867
132039,東京都,武蔵野市,2022-04-08,市区町村,11276
132047,東京都,三鷹市,2022-04-08,市区町村,14299
132055,東京都,青梅市,2022-04-08,市区町村,6908
132063,東京都,府中市,2022-04-08,市区町村,19216
132071,東京都,昭島市,2022-04-08,市区町村,8129
132080,東京都,調布市,2022-04-08,市区町村,17630
132098,東京都,町田市,2022-04-08,市区町村,27795
132101,東京都,小金井市,2022-04-08,市区町村,8482
132110,東京都,小平市,2022-04-08,市区町村,12375
132128,東京都,日野市,2022-04-08,市区町村,13120
132136,東京都,東村山市,2022-04-08,市区町村,8952
132144,東京都,国分寺市,2022-04-08,市区町村,8974
132152,東京都,国立市,2022-04-08,市区町村,4691
132187,東京都,福生市,2022-04-08,市区町村,4013
132195,東京都,狛江市,2022-04-08,市区町村,6306
132209,東京都,東大和市,2022-04-08,市区町村,5237
132217,東京都,清瀬市,2022-04-08,市区町村,4019
132225,東京都,東久留米市,2022-04-08,市区町村,7490
132233,東京都,武蔵村山市,2022-04-08,市区町村,5329
132241,東京都,多摩市,2022-04-08,市区町村,8703
132250,東京都,稲城市,2022-04-08,市区町村,6546
132276,東京都,羽村市,2022-04-08,市区町村,3419
132284,東京都,あきる野市,2022-04-08,市区町村,4539
132292,東京都,西東京市,2022-04-08,市区町村,15440
133035,東京都,瑞穂町,2022-04-08,市区町村,1921
133051,東京都,日の出町,2022-04-08,市区町村,1096
133078,東京都,檜原村,2022-04-08,市区町村,66
133086,東京都,奥多摩町,2022-04-08,市区町村,173
133612,東京都,大島町,2022-04-08,市区町村,197
133621,東京都,利島村,2022-04-08,市区町村,1
133639,東京都,新島村,2022-04-08,市区町村,25
133647,東京都,神津島村,2022-04-08,市区町村,51
133817,東京都,三宅村,2022-04-08,市区町村,17
133825,東京都,御蔵島村,2022-04-08,市区町村,12
134015,東京都,八丈町,2022-04-08,市区町村,119
134023,東京都,青ヶ島村,2022-04-08,市区町村,0
134210,東京都,小笠原村,2022-04-08,市区町村,22
,,,2022-04-08,都外,97222
,,,2022-04-08,調査中,1071
131016,東京都,千代田区,2022-04-09,市区町村,6274
131024,東京都,中央区,2022-04-09,市区町村,18875
131032,東京都,港区,2022-04-09,市区町村,29432
131041,東京都,新宿区,2022-04-09,市区町村,43214
131059,東京都,文京区,2022-04-09,市区町村,19645
131067,東京都,台東区,2022-04-09,市区町村,19688
131075,東京都,墨田区,2022-04-09,市区町村,25223
131083,東京都,江東区,2022-04-09,市区町村,46799
131091,東京都,品川区,2022-04-09,市区町村,40348
131105,東京都,目黒区,2022-04-09,市区町村,30121
131113,東京都,大田区,2022-04-09,市区町村,69302
